married,union,employed,voted,previousdem,female,age,country,education,lrself,gdpgrowth,inflation,cname,satisdem
0,1,1,1,1,1,53,"7030",3,6,4.18,.49,"SLOVAKIA (2010)",1
1,1,1,1,1,0,37,"7030",6,6,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,1,1,0,58,"7030",8,6,4.18,.49,"SLOVAKIA (2010)",2
0,1,0,1,1,1,51,"7030",4,3,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,46,"7030",7,8,4.18,.49,"SLOVAKIA (2010)",2
1,1,1,1,1,0,41,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",1
1,1,1,1,1,1,50,"7030",5,1,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,68,"7030",3,0,4.18,.49,"SLOVAKIA (2010)",1
1,0,1,1,1,0,39,"7030",5,8,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,1,56,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,27,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",4
1,0,1,1,1,0,30,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,31,"7030",5,6,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,0,1,0,24,"7030",5,6,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,51,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,1,49,"7030",8,4,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,0,1,1,51,"7030",5,4,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,0,1,1,56,"7030",5,6,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,0,1,0,57,"7030",5,2,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,26,"7030",5,6,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,50,"7030",6,9,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,42,"7030",6,1,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,1,29,"7030",8,6,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,50,"7030",6,8,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,52,"7030",2,9,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,52,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",4
1,0,1,1,1,0,38,"7030",8,8,4.18,.49,"SLOVAKIA (2010)",4
1,0,1,0,1,0,53,"7030",8,7,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,0,1,0,29,"7030",5,4,4.18,.49,"SLOVAKIA (2010)",3
0,0,1,1,1,0,23,"7030",5,8,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,0,1,1,36,"7030",5,4,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,45,"7030",8,8,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,0,1,0,47,"7030",8,6,4.18,.49,"SLOVAKIA (2010)",4
0,0,1,1,1,0,30,"7030",5,7,4.18,.49,"SLOVAKIA (2010)",4
1,0,1,0,1,0,36,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,0,1,0,36,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,31,"7030",5,4,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,27,"7030",5,7,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,0,1,0,50,"7030",5,3,4.18,.49,"SLOVAKIA (2010)",1
1,0,1,0,1,0,56,"7030",8,6,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,53,"7030",5,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,38,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,0,1,0,33,"7030",5,6,4.18,.49,"SLOVAKIA (2010)",1
1,0,1,0,1,0,41,"7030",5,4,4.18,.49,"SLOVAKIA (2010)",1
1,0,1,1,1,0,39,"7030",8,6,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,47,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",4
1,0,1,0,1,1,40,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,47,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",3
0,0,1,1,1,1,57,"7030",8,6,4.18,.49,"SLOVAKIA (2010)",2
1,1,1,1,1,0,38,"7030",8,6,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,0,1,1,57,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,0,1,1,42,"7030",8,4,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,48,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,63,"7030",8,6,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,69,"7030",5,8,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,0,1,0,26,"7030",5,2,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,47,"7030",5,8,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,0,1,1,47,"7030",2,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,0,1,0,63,"7030",3,2,4.18,.49,"SLOVAKIA (2010)",1
1,0,0,1,1,0,69,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,64,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,68,"7030",6,6,4.18,.49,"SLOVAKIA (2010)",3
0,0,1,1,1,0,49,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,58,"7030",5,9,4.18,.49,"SLOVAKIA (2010)",3
1,1,0,0,1,1,71,"7030",4,5,4.18,.49,"SLOVAKIA (2010)",1
1,1,0,1,1,1,57,"7030",4,7,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,0,1,1,75,"7030",5,6,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,70,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",1
1,0,0,1,1,1,81,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,1,1,0,51,"7030",5,7,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,0,1,0,50,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",1
0,0,0,1,1,0,19,"7030",2,5,4.18,.49,"SLOVAKIA (2010)",1
0,0,0,0,1,1,61,"7030",6,3,4.18,.49,"SLOVAKIA (2010)",1
0,0,0,0,1,0,19,"7030",3,6,4.18,.49,"SLOVAKIA (2010)",1
0,0,0,1,1,1,66,"7030",3,0,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,72,"7030",5,10,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,0,63,"7030",3,10,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,55,"7030",5,10,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,0,1,1,71,"7030",4,4,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,0,1,0,44,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,56,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,1,1,1,27,"7030",5,7,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,0,1,1,82,"7030",3,8,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,65,"7030",6,8,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,65,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,0,64,"7030",5,3,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,58,"7030",8,6,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,52,"7030",7,9,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,0,1,0,63,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",3
0,0,1,1,1,1,49,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,38,"7030",8,6,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,48,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,58,"7030",8,7,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,42,"7030",8,3,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,45,"7030",5,8,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,34,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,52,"7030",6,7,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,1,64,"7030",6,7,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,36,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,0,50,"7030",6,3,4.18,.49,"SLOVAKIA (2010)",1
1,0,1,1,1,1,49,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,1,62,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,48,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,1,50,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,61,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,73,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,22,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,50,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,0,55,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,1,47,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,44,"7030",7,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,31,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,1,52,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,43,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,79,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,86,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,52,"7030",8,6,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,44,"7030",8,4,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,47,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,49,"7030",3,6,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,55,"7030",5,7,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,1,53,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,32,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,79,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,55,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,1,1,1,63,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,29,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,31,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,65,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,68,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,36,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,1,64,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,1,32,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,1,25,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,39,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,51,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,1,59,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,63,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,56,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,61,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",1
1,0,0,1,1,1,74,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,1,60,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,1,28,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,57,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,1,28,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,1,1,1,60,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,30,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,79,"7030",4,6,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,48,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
0,0,1,1,1,0,23,"7030",5,3,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,66,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,95,"7030",7,0,4.18,.49,"SLOVAKIA (2010)",4
1,1,1,1,1,0,35,"7030",5,10,4.18,.49,"SLOVAKIA (2010)",3
0,1,1,1,1,0,52,"7030",5,9,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,74,"7030",6,0,4.18,.49,"SLOVAKIA (2010)",4
0,0,0,1,1,1,79,"7030",6,10,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,0,86,"7030",5,9,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,81,"7030",5,9,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,0,78,"7030",8,4,4.18,.49,"SLOVAKIA (2010)",2
1,1,1,1,1,1,49,"7030",8,0,4.18,.49,"SLOVAKIA (2010)",4
0,0,1,1,1,1,56,"7030",7,10,4.18,.49,"SLOVAKIA (2010)",2
0,1,1,1,1,1,31,"7030",8,0,4.18,.49,"SLOVAKIA (2010)",4
1,1,1,1,1,1,55,"7030",8,10,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,0,48,"7030",6,0,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,38,"7030",8,4,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,0,1,0,20,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",1
0,1,0,1,1,1,59,"7030",6,0,4.18,.49,"SLOVAKIA (2010)",1
1,0,1,1,1,1,44,"7030",5,1,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,1,57,"7030",3,6,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,20,"7030",5,8,4.18,.49,"SLOVAKIA (2010)",1
1,0,1,0,1,1,34,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",1
1,0,1,1,1,0,43,"7030",7,8,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,0,79,"7030",3,6,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,1,49,"7030",6,8,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,73,"7030",6,0,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,73,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,46,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
0,0,1,0,1,0,47,"7030",5,8,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,42,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",1
0,0,0,1,1,0,65,"7030",5,4,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,55,"7030",6,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,57,"7030",5,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,25,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,72,"7030",5,6,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,0,1,0,54,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",1
1,0,0,0,1,1,62,"7030",5,6,4.18,.49,"SLOVAKIA (2010)",1
0,0,0,1,1,1,80,"7030",5,2,4.18,.49,"SLOVAKIA (2010)",3
0,0,1,0,1,0,24,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,64,"7030",3,2,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,0,1,1,60,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,44,"7030",5,8,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,22,"7030",5,7,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,48,"7030",6,8,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,53,"7030",6,7,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,37,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,0,68,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
0,0,1,0,1,1,41,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,52,"7030",6,6,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,58,"7030",4,2,4.18,.49,"SLOVAKIA (2010)",3
0,0,1,1,1,0,38,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,0,1,1,55,"7030",8,2,4.18,.49,"SLOVAKIA (2010)",1
0,0,0,0,1,1,86,"7030",3,10,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,1,31,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,47,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,46,"7030",5,4,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,66,"7030",5,7,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,0,1,1,33,"7030",5,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,68,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",3
1,1,1,1,1,0,37,"7030",5,1,4.18,.49,"SLOVAKIA (2010)",1
1,1,0,1,1,1,45,"7030",5,2,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,81,"7030",3,1,4.18,.49,"SLOVAKIA (2010)",1
0,0,1,0,1,0,43,"7030",5,1,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,1,1,1,45,"7030",5,0,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,1,52,"7030",5,10,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,0,1,1,83,"7030",3,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,0,1,0,44,"7030",6,2,4.18,.49,"SLOVAKIA (2010)",1
1,0,0,1,1,0,72,"7030",5,2,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,55,"7030",5,1,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,0,76,"7030",6,2,4.18,.49,"SLOVAKIA (2010)",1
0,0,1,1,1,1,58,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,35,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,53,"7030",6,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,71,"7030",6,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,1,52,"7030",6,2,4.18,.49,"SLOVAKIA (2010)",1
0,0,1,0,1,0,51,"7030",6,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,36,"7030",6,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,57,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,0,1,0,56,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,53,"7030",6,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,0,1,1,46,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,45,"7030",5,4,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,1,38,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,37,"7030",5,7,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,0,86,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,44,"7030",8,7,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,41,"7030",5,7,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,1,1,1,52,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,0,1,0,38,"7030",5,6,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,68,"7030",6,8,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,54,"7030",5,4,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,1,60,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,68,"7030",3,4,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,64,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,37,"7030",8,9,4.18,.49,"SLOVAKIA (2010)",3
0,0,1,0,1,1,56,"7030",5,3,4.18,.49,"SLOVAKIA (2010)",1
1,0,0,1,1,0,61,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,69,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,58,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,57,"7030",6,9,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,0,68,"7030",6,1,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,0,80,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,68,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,1,54,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,77,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,37,"7030",6,3,4.18,.49,"SLOVAKIA (2010)",2
1,1,0,1,1,0,56,"7030",8,7,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,1,1,0,42,"7030",5,10,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,74,"7030",3,4,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,0,47,"7030",6,9,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,1,36,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,43,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,0,19,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,0,40,"7030",5,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,0,1,1,72,"7030",4,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,1,1,0,25,"7030",6,2,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,0,90,"7030",3,9,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,1,64,"7030",8,1,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,60,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,0,59,"7030",6,10,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,1,1,1,45,"7030",7,2,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,1,1,0,40,"7030",5,4,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,62,"7030",4,10,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,64,"7030",6,0,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,1,43,"7030",6,4,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,1,37,"7030",6,0,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,0,72,"7030",3,4,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,1,1,1,67,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
0,0,1,0,1,1,39,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,68,"7030",3,5,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,1,1,0,58,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
0,0,1,1,1,0,46,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,0,75,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,1,60,"7030",3,0,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,28,"7030",8,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,1,49,"7030",6,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,1,58,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,1,52,"7030",4,3,4.18,.49,"SLOVAKIA (2010)",1
1,0,1,1,1,0,39,"7030",5,8,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,0,74,"7030",4,1,4.18,.49,"SLOVAKIA (2010)",4
1,0,0,0,1,1,42,"7030",3,4,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,0,1,1,79,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",3
0,0,1,1,1,0,32,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,0,57,"7030",5,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,1,34,"7030",5,6,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,1,1,1,53,"7030",6,3,4.18,.49,"SLOVAKIA (2010)",2
0,0,1,1,1,0,40,"7030",5,3,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,39,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,0,1,0,27,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",1
1,0,0,1,1,1,56,"7030",6,0,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,63,"7030",7,5,4.18,.49,"SLOVAKIA (2010)",1
0,0,1,1,1,1,50,"7030",5,3,4.18,.49,"SLOVAKIA (2010)",3
0,0,0,1,1,1,73,"7030",6,5,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,1,1,0,63,"7030",6,7,4.18,.49,"SLOVAKIA (2010)",2
0,0,0,0,1,1,72,"7030",4,6,4.18,.49,"SLOVAKIA (2010)",2
1,0,0,0,1,0,74,"7030",6,6,4.18,.49,"SLOVAKIA (2010)",2
1,1,0,1,1,1,52,"7030",3,6,4.18,.49,"SLOVAKIA (2010)",2
1,0,1,0,1,0,32,"7030",4,6,4.18,.49,"SLOVAKIA (2010)",3
1,0,1,0,1,0,43,"7030",5,5,4.18,.49,"SLOVAKIA (2010)",1
1,0,0,0,1,0,61,"7030",6,3,4.18,.49,"SLOVAKIA (2010)",3
1,0,0,1,1,0,70,"7030",6,2,4.18,.49,"SLOVAKIA (2010)",2
